//------------------------------------------------------------------------------
//--  Generated by TunerStudio 
//--  Date: 3-22-2015
//--  Time: 15:24
//--  This file merely records what was sent to your Controller,        
//--  and may be deleted at any time.                                                    
//--  Selected type: Air Temperature Sensor 
//------------------------------------------------------------------------------

//-- generated using refTable Generator:thermGenerator
//-- Table Identifier:001//--    Generated by ThermTableGenerator using user input values. 
//--    Bias Resistor value: 2490.0 Ohms
//--    Temperature1: 0.0(C), 	Resistance 1: 94000.0 Ohms 
//--    Temperature2: 50.0(C), 	Resistance 2: 11000.0 Ohms 
//--    Temperature3: 98.0(C), 	Resistance 3: 2370.0 Ohms 
//-- 

//----------------------------------------------------------//
ADC 	Value 	MSVal 	volts
884	104.57	1046 	4.316
885	104.18	1042 	4.321
886	103.79	1038 	4.326
887	103.40	1034 	4.331
888	103.01	1030 	4.336
889	102.61	1026 	4.341
890	102.22	1022 	4.346
891	101.82	1018 	4.351
892	101.42	1014 	4.355
893	101.01	1010 	4.360
894	100.61	1006 	4.365
895	100.20	1002 	4.370
896	99.79	998 	4.375
897	99.38	994 	4.380
898	98.96	990 	4.385
899	98.55	985 	4.390
900	98.13	981 	4.395
901	97.71	977 	4.399
902	97.28	973 	4.404
903	96.86	969 	4.409
904	96.43	964 	4.414
905	96.00	960 	4.419
906	95.57	956 	4.424
907	95.13	951 	4.429
908	94.69	947 	4.434
909	94.25	942 	4.438
910	93.81	938 	4.443
911	93.36	934 	4.448
912	92.91	929 	4.453
913	92.46	925 	4.458
914	92.00	920 	4.463
915	91.54	915 	4.468
916	91.08	911 	4.473
917	90.62	906 	4.478
918	90.15	901 	4.482
919	89.68	897 	4.487
920	89.20	892 	4.492
921	88.73	887 	4.497
922	88.25	882 	4.502
923	87.76	878 	4.507
924	87.27	873 	4.512
925	86.78	868 	4.517
926	86.29	863 	4.521
927	85.79	858 	4.526
928	85.29	853 	4.531
929	84.78	848 	4.536
930	84.27	843 	4.541
931	83.76	838 	4.546
932	83.24	832 	4.551
933	82.71	827 	4.556
934	82.19	822 	4.561
935	81.66	817 	4.565
936	81.12	811 	4.570
937	80.58	806 	4.575
938	80.03	800 	4.580
939	79.48	795 	4.585
940	78.93	789 	4.590
941	78.37	784 	4.595
942	77.81	778 	4.600
943	77.24	772 	4.604
944	76.66	767 	4.609
945	76.08	761 	4.614
946	75.49	755 	4.619
947	74.90	749 	4.624
948	74.30	743 	4.629
949	73.70	737 	4.634
950	73.08	731 	4.639
951	72.47	725 	4.644
952	71.84	718 	4.648
953	71.21	712 	4.653
954	70.58	706 	4.658
955	69.93	699 	4.663
956	69.28	693 	4.668
957	68.62	686 	4.673
958	67.95	680 	4.678
959	67.28	673 	4.683
960	66.59	666 	4.688
961	65.90	659 	4.692
962	65.20	652 	4.697
963	64.49	645 	4.702
964	63.77	638 	4.707
965	63.04	630 	4.712
966	62.30	623 	4.717
967	61.55	616 	4.722
968	60.79	608 	4.727
969	60.02	600 	4.731
970	59.24	592 	4.736
971	58.45	584 	4.741
972	57.64	576 	4.746
973	56.82	568 	4.751
974	55.99	560 	4.756
975	55.14	551 	4.761
976	54.28	543 	4.766
977	53.41	534 	4.771
978	52.52	525 	4.775
979	51.61	516 	4.780
980	50.69	507 	4.785
981	49.75	498 	4.790
982	48.79	488 	4.795
983	47.81	478 	4.800
984	46.82	468 	4.805
985	45.80	458 	4.810
986	44.76	448 	4.814
987	43.69	437 	4.819
988	42.60	426 	4.824
989	41.49	415 	4.829
990	40.35	403 	4.834
991	39.18	392 	4.839
992	37.98	380 	4.844
993	36.74	367 	4.849
994	35.48	355 	4.854
995	34.17	342 	4.858
996	32.83	328 	4.863
997	31.44	314 	4.868
998	30.01	300 	4.873
999	28.53	285 	4.878
1000	27.00	270 	4.883
1001	25.41	254 	4.888
1002	23.76	238 	4.893
1003	22.04	220 	4.897
1004	20.25	202 	4.902
1005	18.37	184 	4.907
1006	16.41	164 	4.912
1007	14.35	143 	4.917
1008	12.17	122 	4.922
1009	9.86	99 	4.927
1010	7.41	74 	4.932
1011	4.80	48 	4.937
1012	1.99	20 	4.941
1013	-1.05	-11 	4.946
1014	-4.37	-44 	4.951
1015	-8.01	-80 	4.956
1016	-12.08	-121 	4.961
1017	-16.69	-167 	4.966
1018	-22.01	-220 	4.971
1019	-28.37	-284 	4.976
1020	-36.31	-363 	4.980
1021	70.00	700 	4.985
1022	70.00	700 	4.990
1023	70.00	700 	4.995
